gene_id	symbol	ratio
415849	FAM38A	0.2178688498
415850	C16orf84	-0.177980638
415851	CPNE7	1.2770464962
415853	ZNF276	-0.015243195
415854	FANCA	-0.481640776
415855	SPIRE2	-0.584249883
415857	DBNDD1	0.1360437164
415858	GAS8	0.1178421821
415859	LOC415859	-0.314646119
415860	CDH1	-0.186678978
415862	TMCO7	-0.421782714
415863	NIP7	-0.632976104
415864	TMED6	0.2018479268
415865	CYB5B	-0.086578016
415866	NFAT5	0.012078152
415867	NOB1	-0.715192032
415868	WWP2	-0.236149408
415869	PSMD7	-0.313207654
415872	LOC415872	-0.8259706
415873	LOC415873	-0.774933444
415874	LOC415874	-0.788495895
415875	DHX38	-0.537704139
415876	DHODH	-0.898390185
415877	KIAA0174	-0.168457659
415878	ZNF821	0.1248006139
415880	AP1G1	-0.227686918
415881	PHLPPL	-0.096995322
415883	MARVELD3	0.032085969
415884	TAT	1.3718219243
415885	KARS	-0.081564488
415886	ADAT1	1.3633889304
415888	RRP9	-0.540810383
415889	WDR51A	-0.313315935
415891	LOC415891	0.2570256714
415893	NISCH	1.1665472956
415894	STAB1	-1.077167861
415895	NT5DC2	-0.278228386
415896	SNHG8	-0.112224452
415897	GNL3	-0.494475498
415898	GLT8D1	-0.334281035
415899	SPCS1	-0.249014289
415900	NEK4	-0.624786024
415901	ITIH3	0.2175914351
415902	SFMBT1	0.9702077065
415904	LOC415904	-0.500428991
415905	PRKCD	-0.752453512
415906	PFKFB4	-0.536117905
415913	LOC415913	-4.882643049
415914	C12H3orf18	-1.089812334
415915	HEMK1	-0.658340829
415917	MAPKAPK3	-0.161870714
415919	DOCK3	-0.644283592
415920	RBM15B	0.3848572718
415921	VPRBP	0.014961766
415922	LOC415922	-1.080919995
415923	RNF123	0.0903862365
415924	GMPPB	0.0936182714
415926	APEH	-0.680565505
415927	TRAIP	-0.277481494
415929	MON1A	0.0509300864
415931	RBM6	-0.14290773
415932	LOC415932	-1.309328058
415933	RAD54L2	-0.137151772
415935	FANCD2	0.2000388416
415936	TMEM111	-0.170264641
415937	USP4	-0.498748391
415938	TEX264	-0.334442174
415939	LOC415939	0.8531586117
415940	TWF2	0.0000595085
415941	PPM1M	0.2836030919
415942	WDR82	0.2269210465
415943	DNAH1	-0.612976877
415944	BAP1	-0.535398468
415945	SEMA3G	1.0846623971
415947	RBM5	0.1492108642
415948	SHISA5	-0.333615113
415949	ATRIP	-0.44808607
415950	LOC415950	-0.340247292
415951	IPPK	0.0287181007
415952	CENPP	-0.243850499
415953	ECM2	0.8300749986
415954	ASPN	-0.152003093
415955	NOL8	-0.039590471
415957	IARS	0.2320572807
415958	ATP2B2	-0.345081971
415959	SLC6A11	2.7655347464
415960	SLC6A1	-0.503574174
415961	ATG7	-0.173211859
415962	VGLL4	-0.235876818
415963	SYN2	0.1413558492
415965	TSEN2	0.7486247607
415966	LOC415966	0.0393162986
415968	ISY1	0.0991959216
415969	LOC415969	-0.191730622
415970	RAB43	0.2600454564
415972	LOC415972	0.2242446427
415973	LOC415973	-0.77349147
415974	ACAD9	0.0691394717
415975	IQSEC1	-0.128971606
415976	LOC415976	-0.266728889
415977	NUP210	-0.490828819
415978	HDAC11	0.4458082194
415979	PTPDC1	-0.782789776
415981	PHF2	0.0871893532
415983	FAM120A	0.0652490404
415984	WNK2	0.8198458662
415986	NINJ1	-0.346802764
415987	C12H9orf89	-0.353420642
415988	SUSD3	-1.378511623
415989	FGD3	-0.483493351
415990	BICD2	0.7717966154
415991	TKT	-0.152766033
415992	DCP1A	0.3706175878
415993	CHDH	-0.531353932
415994	ACTR8	-0.565360021
415995	SELK	-0.374272525
415996	CACNA2D3	-0.683526335
415997	CCDC66	-0.181407421
415999	C12H3orf63	-0.137268672
416000	ARHGEF3	-0.344173943
416002	APPL1	-0.485589165
416003	ASB14	-0.188221267
416004	DNHD2	0.4310973502
416005	LOC416005	-0.006575083
416006	FAM116A	-0.678105251
416008	DNASE1L3	-0.653511976
416009	ABHD6	-1.389455001
416010	IP6K2	0.0787331627
416011	CELSR3	0.1453202037
416013	UQCRC1	-0.149304426
416014	COPG	-0.474345875
416015	C12H3orf37	0.0172125108
416016	RAB7A	-0.277806379
416017	RPN1	-0.156489008
416018	GATA2	-0.476028129
416021	EEFSEC	-0.652076697
416022	RUVBL1	-0.084780679
416023	SEC61A1	-0.118838974
416024	MGLL	-1.077342089
416026	ABTB1	-0.347174363
416027	MCM2	-0.336970995
416028	GPR175	-0.020377614
416029	CHCHD6	-0.336582879
416030	PLXNA1	-0.117039421
416031	TXNRD3	-0.55821663
416032	LOC416032	-2.163805395
416033	LOC416033	-2.017427072
416034	ZXDC	-0.117863634
416035	UROC1	0.4104647695
416036	LOC416036	0.4150374993
416037	CHCHD4	0.0370430231
416038	TMEM43	-0.669378209
416039	XPC	0.9362369679
416040	LSM3	0.0124155738
416041	SLC6A6	-0.689119121
416043	GRIP2	-0.627834308
416044	C12H3orf19	0.1958341279
416045	CCDC51	0.1193979419
416046	PLXNB1	0.1827536031
416048	MTMR14	-0.820053351
416049	LOC416049	-0.396829581
416050	TADA3L	0.1304635299
416051	ARPC4	-0.2229664
416053	LOC416053	1.2215261979
416054	KLHDC8B	0.3671731108
416055	LOC416055	-0.909354636
416056	LOC416056	0.0441440487
416057	QRICH1	0.009331647
416058	IMPDH2	-0.403745661
416059	DALRD3	-0.353423651
416060	WDR6	0.298576941
416061	ARIH2	-0.019039472
416062	PRKAR2A	-0.312629929
416064	RPP14	-0.306130869
416065	PXK	-0.457672081
416066	PDHB	-0.416115243
416067	KCTD6	0.185197744
416068	ACOX2	-0.340470155
416069	FAM3D	-0.33769077
416070	C12H3orf67	-1.193603998
416071	FHIT	-0.362424742
416072	LOC416072	-2.147520623
416073	C12H3orf14	-1.033796646
416075	CADPS	-0.582029199
416077	THOC7	-0.361581094
416078	ATXN7	-0.377496419
416079	PSMD6	-0.491303394
416080	ADAMTS9	-1.382797162
416082	LOC416082	1.4594316186
416083	MAGI1	-0.280107919
416084	SLC25A26	-0.281753603
416085	KBTBD8	0.2634582802
416086	LOC416086	-0.057981499
416087	SUCLG2	-0.195128654
416092	FOXP1	-0.135384589
416093	EIF4E3	-0.275781626
416094	GPR27	0.0645648623
416095	RYBP	0.3039450868
416096	SHQ1	0.213492722
416097	GLT8D4	0.0089945522
416098	PPP4R2	0.4848007782
416099	PDZRN3	-1.121990524
416100	LOC416100	0.1926450779
416101	CNTN3	-0.637429921
416102	CHL1	0.2081081953
416103	TRNT1	0.7012288091
416104	CRBN	-0.568353283
416105	LOC416105	-1.878734925
416106	LOC416106	-2.665477106
416108	BHLHB2	-0.055170566
416109	ARL8B	-0.19381348
416110	EDEM1	-1.269436909
416113	LMCD1	1.2552570552
416114	RAD18	-0.089432083
416115	SRGAP3	0.0901671616
416116	THUMPD3	-0.394955052
416117	VHL	-0.635492406
416118	IRAK2	0.3309511579
416119	SEC13	-0.397213746
416121	CAND2	-1.046123212
416123	IFT122	-0.422460296
416124	PLXND1	0.4923545478
416125	TMCC1	0.026655632
416128	ZFYVE20	-0.822654058
416129	MRPS25	-0.328231311
416131	PCDHAC2	-1.938599455
416132	HARS	-0.240137662
416133	IK	-0.322670698
416135	TMCO6	-0.567251498
416136	SLC35A4	0.0296243242
416137	UBE2D2	0.5819743735
416138	CXXC5	0.2088518032
416139	LOC416139	0.7456519373
416142	PFDN1	-0.233231712
416143	ANKHD1	-0.265360053
416144	ZNF346	-0.035422054
416145	UIMC1	-1.117850908
416146	LOC416146	-0.831245542
416147	LOC416147	0.2903925215
416148	PPARGC1B	-0.505064346
416149	ARHGEF37	-0.1714144
416150	HTR4	-0.105082046
416152	TTC1	-0.515926679
416153	PWWP2A	-0.138377807
416154	FABP6	-0.361006606
416155	CCNJL	-0.576133741
416156	C1QTNF2	-1
416157	SLU7	-0.11229022
416158	PTTG1	-0.580279441
416159	ATP10B	0.4709650055
416161	CCNG1	-0.350357755
416162	NUDCD2	0.1102710878
416163	HMMR	-0.599576842
416165	MAT2B	-0.842580592
416167	WWC1	0.188405971
416168	RARS	-0.324400825
416169	LOC416169	-0.35614381
416170	PANK3	0.4809876565
416172	CCDC99	-0.288120333
416174	GABRP	-0.575576033
416179	LOC416179	-0.312752207
416181	FBXW11	-0.151299893
416182	ETF1	0.2305728705
416183	HSPA9	0.0060773187
416184	CTNNA1	0.1410553451
416185	SIL1	-0.397320619
416187	PAIP2	0.0503211338
416188	SLC23A1	0.0194025312
416189	DNAJC18	0.1673853703
416191	PCDH12	-0.186413124
416192	KIAA0141	-0.441405097
416194	PCDH1	0.0779621009
416196	CENTD3	-2.459431619
416197	LOC416197	0.8845227826
416198	RELL2	-0.485426827
416200	PCYOX1L	-0.814993186
416201	ABLIM3	-0.807354922
416202	UBTD2	0.0657389585
416204	STK10	0.59219407
416205	ERGIC1	-0.096190974
416206	C13H5orf41	0.2798367614
416207	BNIP1	-0.094371869
416208	STC2	0.0659481833
416210	FAM44B	-0.427056786
416212	LOC416212	-0.172639386
416214	NSD1	0.2184664294
416215	LOC416215	0.0671604902
416216	LOC416216	0.0408641566
416219	BRD8	-0.211727815
416220	KIF20A	-0.940047363
416221	SFXN1	-0.221773033
416223	CDHR2	-0.296568645
416224	LOC416224	0.0922585079
416225	UBXD8	-0.171196585
416226	CLTB	-0.30208119
416227	HIGD2A	-0.077797278
416228	NOP16	-0.461040881
416229	ARL10	0.358664568
416230	KIAA1191	0.0003795667
416231	C5orf25	-0.535158945
416232	THOC3	-0.370510773
416234	SPINK5	-0.338524605
416235	LOC416235	-0.049566597
416236	OVM	-1.087462841
416237	UBLCP1	-0.414195541
416238	LOC416238	0.5647846188
416239	RNF145	0.0240185862
416240	CLINT1	-0.092832473
416241	LSM11	-0.17570899
416242	THG1L	-0.012036505
416243	SOX30	-2.115477217
416244	ADAM19	-1.886043811
416245	NIPAL4	-0.312072693
416246	CYFIP2	-0.603304137
416247	ITK	-1.584962501
416249	HAVCR1	0.9328858041
416250	TIMD4	0.5618788876
416251	SGCD	-0.069176159
416253	MRPL22	-0.496765808
416254	GEMIN5	0.1733948074
416255	CNOT8	0.0554265934
416256	C13H5orf4	0.2909437691
416258	LARP1	0.1769210364
416259	SAP30L	0.2399334663
416260	GALNT10	0.0654161347
416261	MFAP3	-0.484489471
416262	C5orf3	0.132193575
416263	LOC416263	-1.045129003
416265	G3BP1	-0.142390424
416266	FAT2	1.4854268272
416268	CCDC69	-0.450344368
416269	DCTN4	-1.503598613
416270	RBM22	-0.346505074
416271	MYOZ3	-0.770974486
416274	NDST1	-0.759545966
416275	RPS14	-0.079597713
416276	TCOF1	-0.358576209
416277	SLC6A7	0.3870231231
416278	HMGXB3	-0.320691322
416280	NPY7R	-1.106915204
416281	RNF130	-0.731742858
416282	TBC1D9B	-0.149702736
416283	LOC416283	-0.541479461
416285	MGAT4B	0.4752213404
416286	MAML1	0.195518401
416288	CANX	0.45549193
416291	ADAMTS2	0.0601209924
416292	LOC416292	1.0752881273
416293	CNOT6	0.1095262896
416295	CLK4	0.4054809089
416296	RASGEF1C	1.2190910582
416297	C5orf5	0.0869833016
416298	PKD2L2	0.1082528907
416299	MYOT	-1.459431619
416302	HNRNPA0	-0.256887094
416303	KLHL3	0.4951577292
416304	SPOCK1	0.0229004021
416306	FBXL21	0.005925619
416308	SLC25A48	-1
416310	TXNDC15	0.1113685426
416311	C13H5orf24	0.4195665395
416312	DDX46	0.0527767358
416313	SEC24A	-0.029548719
416314	SAR1B	-0.046471914
416315	PHF15	-0.385461677
416318	PPP2CA	-0.067685455
416319	SKP1	-0.123519747
416320	VDAC1	-0.268085093
416321	C13H5orf15	-0.060133524
416322	RAPGEF6	0.112098652
416324	ACSL6	-1.021061616
416326	P4HA2	3.6497104774
416327	SLC22A4	-0.916721605
416328	SLC22A5	-0.156310935
416329	RAD50	-0.968173461
416332	KIF3A	-0.861680893
416333	3429907200	-0.252259259
416334	ANKRD43	-0.958580073
416335	LOC416335	0.8133475509
416336	UQCRQ	-0.314839993
416337	AFF4	-0.000204914
416338	ZCCHC10	0.5162794948
416339	HSPA4	1.6104226464
416340	RNF14	-0.397285014
416341	GNPDA1	0.1956940999
416342	NDFIP1	-0.181562618
416343	NR3C1	0.1109044876
416344	YIPF5	-0.108982381
416346	SH3RF2	-0.362570079
416347	LARS	-0.30940583
416348	RBM27	-0.107146584
416349	TCERG1	-0.298434173
416350	PPP2R2B	-0.137188215
416351	STK32A	0.4639470998
416352	JAKMIP2	-0.009731538
416353	GFRA3	-0.448293307
416354	LOC416354	0.0712132214
416357	LOC416357	-0.706433041
416359	B4GALT7	-0.491033506
416361	GRK6	-0.117426883
416362	PDLIM7	0.3577103045
416363	CPEB4	-1.472779451
416364	AGGF1	0.2332438031
416366	WDR41	-0.263421239
416367	TBCA	-0.205925678
416368	SCAMP1	0.0478574498
416369	LHFPL2	1.4591519453
416370	DMGDH	0.7369655942
416371	BHMT	0.5495571646
416372	LOC416372	0.0515566106
416373	NME5	-0.956278623
416374	AGXT2L2	0.7492439239
416375	LOC416375	0.3230697854
416376	SETBP1	0.6289904259
416379	LOC416379	-0.081239848
416380	CCDC5	0.1298824886
416381	CZH18orf25	-0.075868954
416382	RNF165	-1.648495325
416383	PIAS2	-0.199190477
416384	KATNAL2	-0.674473752
416385	HDHD2	-0.55506756
416386	ABCA3	-0.241606411
416389	SOLH	-0.176665682
416390	LOC416390	1.4218266649
416391	NDUFB6	-0.060514843
416392	LOC416392	-1.311128694
416393	ALG1	-0.851584109
416394	C14H16orf89	-0.268105395
416395	NAGPA	-0.393023876
416396	SEC14L5	-0.188154243
416398	UBN1	-0.12062014
416399	NME3	-0.858359162
416400	EME2	-0.459431619
416401	SPSB3	0.0336661122
416402	NUBP2	-0.405504178
416404	C16orf24	-0.492540377
416406	WDR24	-0.267012062
416407	WDR90	-0.462679714
416410	XPO6	-0.085222237
416413	PDXDC1	-0.774120907
416414	LOC416414	0.5144348887
416415	LOC416415	-0.129017058
416416	RSL1D1	-0.255469466
416417	SNX29	-1.056583528
416418	CPPED1	-0.18243342
416419	SHISA9	-0.980134694
416420	ERCC4	-0.347743701
416421	MKL2	0.561142303
416422	LOC416422	-0.439699554
416423	PARN	-0.194406591
416424	BFAR	0.0235944686
416425	PLA2G10	-0.361467186
416426	ZC3H7A	-0.700811936
416428	TXNDC11	-0.804327521
416429	SNN	-0.037301494
416430	LOC416430	-0.605721061
416431	USP42	-0.99709054
416433	CCZ1	-0.311383842
416436	TECPR1	-0.078536457
416437	BAIAP2L1	-0.369692147
416438	NPTX2	0.2073378043
416439	TMEM130	-0.050613108
416440	TRRAP	0.2659680347
416445	FAM20C	-0.424963128
416446	PRKAR1B	-0.836028175
416447	HEATR2	0.1340618647
416449	UNC84A	-0.533792587
416450	GET4	-0.243682413
416451	CENTA1	-0.548776923
416452	COX19	-0.484503997
416453	LOC416453	-1.027866793
416454	LOC416454	-0.145403912
416455	C7orf50	0.1797155046
416456	GPR146	-0.339558753
416457	GPER	0.3692338097
416460	MICALL2	0.548494058
416461	INTS1	-0.2767788
416462	GAA	-0.527444592
416463	PSMG3	0.5482629958
416465	ELFN1	-0.450661409
416466	FTSJ2	0.0174507329
416467	NUDT1	-0.24981059
416468	SNX8	0.1893299774
416469	CHST12	-1.481616891
416470	TTYH3	-0.035692521
416472	LOC416472	-0.473196609
416473	IQCE	-0.486117155
416474	AMZ1	-0.011777168
416476	CARD11	-1.142957954
416477	CYP3A4	-0.162478719
416478	KIAA0415	-0.374068336
416479	LOC416479	-0.678071905
416480	MMD2	-0.860142336
416481	WIPI2	-0.418953057
416482	TNRC18	0.2160118778
416484	FBXL18	0.0451615345
416485	FSCN1	1.0588936891
416486	RNF216	-0.046389609
416487	SMURF1	0.4516438468
416488	KPNA7	-1.99138687
416491	PDAP1	-0.266922261
416492	BUD31	-0.085591752
416493	PTCD1	-0.09940206
416494	CPSF4	-0.209458991
416495	ATP5J2	-0.357953082
416496	MAP2K3	0.0535938937
416497	C14H17orf103	0.0789026025
416499	DHRS7B	0.2602191675
416501	USP22	-0.133001467
416502	MPRIP	0.1387828553
416503	FLCN	-0.000136515
416504	COPS3	-0.046983582
416505	NT5M	0.006327245
416506	MED9	-0.428422057
416507	RASD1	0.9479808574
416508	PEMT	-0.236507896
416509	TOM1L2	-0.799848509
416510	LRRC48	-0.965122515
416511	ATPAF2	-0.528392401
416512	C17orf39	0.0010257342
416513	DRG2	-0.607751321
416514	MYO15A	-0.304854582
416515	FLII	-0.312611025
416516	SMCR7	0.0452774186
416517	TOP3A	-0.060726904
416519	SMCR8	0.0409083185
416520	SHMT1	-0.49017292
416521	PRPSAP2	-1.179768284
416522	LOC416522	-0.253286429
416523	GRAP	-0.654864514
416524	EPN2	0.1180130445
416525	B9D1	-0.332123862
416526	CACNA1H	-0.17118665
416527	TEKT4	-0.869939459
416528	LMF1	-0.318238625
416530	LOC416530	-0.17191408
416531	CHTF18	-0.246439364
416534	MSLN	-0.812372997
416535	NARFL	0.0801241492
416536	HAGHL	-0.304580349
416537	HAGH	0.005410161
416538	FAHD1	-1.07034163
416539	C14H16orf73	-0.69743723
416540	SEPX1	-0.231311403
416541	LOC416541	-0.759234758
416542	RPL3L	0.0554951126
416543	NDUFB10	-0.123552933
416544	RPS2	-0.258077473
416545	TBL3	-0.959955424
416546	NOXO1	-3.502034957
416547	GFER	0.6125098712
416548	SYNGR3	-1.205007036
416549	ZNF598	-0.067762713
416550	SLC9A3R2	-0.267067349
416551	NTHL1	0.3963748932
416552	TSC2	-0.027143529
416553	PKD1	-0.322824829
416554	RAB26	-0.468141554
416555	TRAF7	-0.418152081
416556	CASKIN1	0.5360529002
416558	MLST8	-0.932727526
416559	PGP	-0.39318356
416560	E4F1	-0.315496887
416561	ZDHHC4	-0.298706869
416562	SLC5A11	-0.38332864
416564	ARHGAP17	-0.09972086
416565	LCMT1	-0.642357004
416566	AQP8	-1.345774837
416567	PRKCB	1.6092918301
416569	RBBP6	0.2888417543
416570	TNRC6A	-0.035189428
416571	NDUFAB1	-0.018564199
416572	PALB2	0.05825092
416574	DCTN5	-0.322713761
416575	PLK1	-1.198345828
416577	GGA2	0.0261207203
416578	COG7	-0.61309096
416579	SCNN1G	-0.042125476
416580	USP31	-0.163358331
416581	HS3ST2	0.3542834682
416583	JMJD5	0.5447767525
416584	NSMCE1	-0.328220767
416585	IL4R	-0.263851397
416586	IL21R	-0.605721061
416588	PDPK1	0.0171419895
416589	KCTD5	-0.158509007
416590	C14H16orf42	-0.205545878
416591	GNPTG	-0.412757342
416592	LOC416592	-0.66743732
416593	UNKL	-0.941368698
416594	C16orf45	-0.302931629
416595	KIAA0430	0.3135607154
416597	NDE1	-0.225238651
416598	C14H16orf63	-0.430946203
416599	LOC416599	-0.793549123
416600	ABCC6	-0.92501296
416602	PM5	-0.281170499
416604	ARL6IP1	-0.118063547
416605	SMG1	0.0017756249
416608	SYT17	-0.421580345
416609	COQ7	-0.177761686
416610	TMC7	-0.661441231
416611	TMC5	-0.724757836
416612	GDE1	-0.746403123
416613	LOC416613	0.2339274517
416615	LOC416615	0.87953248
416616	VWA3A	0.7993026498
416618	LOC416618	0.1141968541
416619	EEF2K	-0.11702359
416620	POLR3E	-0.356719851
416621	CDR2	0.6129603181
416622	LOC416622	-0.508311224
416623	METTL9	-0.316554173
416624	OTOA	2.0434344704
416625	DAGLB	-0.208009203
416626	PSCD3	0.4942327245
416628	C14H16orf75	-0.524782722
416630	SOCS1	0.248620054
416632	CLEC16A	-0.494089805
416633	LOC416633	0.7167877122
416634	NUBP1	-0.456783527
416635	TEKT5	0.9884169224
416636	EMP2	0.0384981852
416639	LOC416639	-0.444275237
416640	CARHSP1	0.1371401703
416641	LOC416641	-0.088278171
416642	ABAT	-0.112065757
416645	RBFOX1	-0.299560282
416646	LOC416646	-0.342252697
416647	RHBDF1	-0.341250192
416648	MPG	-0.624241367
416649	NPRL3	-0.750039146
416650	HBZ	-0.010963538
416651	HBAD	-1.390789953
416652	HBAA	0.5902374428
416653	ITFG3	-0.659431648
416654	LUC7L	-0.060273598
416655	LOC416655	-0.129283017
416656	CLCN7	-0.249177306
416657	ECI1	-0.289204713
416658	C7orf26	-0.281485428
416659	NAT15	0.009951679
416660	MGRN1	-0.376035748
416661	FAM100A	0.1142362673
416662	C16orf5	-0.648256605
416663	HMOX2	0.4288769217
416664	PRDM9	-0.041806709
416665	BTBD12	-1.200479947
416666	TRAP1	-0.271810959
416667	CREBBP	0.4734112045
416669	PAM16	-0.074234363
416670	CORO7	-0.62056982
416671	DNAJA3	-0.230166128
416672	NMRAL1	-0.397321585
416673	NLRC3	1.3219280949
416675	AHCYL2	-0.246273489
416676	FAM40B	-0.723108793
416677	NRF1	-0.122447689
416678	UBE2H	-0.093570913
416679	ZC3HC1	-0.805042813
416681	TMEM209	-0.363602772
416682	CPA2	-2.070389328
416684	TSGA14	-0.1189619
416685	COPG2	-0.603528294
416686	LOC416686	0.1131729604
416687	FBXO18	0.4036095055
416688	ANKRD16	0.2447256079
416689	C1H10orf18	-0.027487536
416691	ASB13	-0.232692175
416692	CCM1	0
416693	NET1	-0.904569146
416694	TUBA4A	-1.925999419
416696	LOC416696	0.4150374993
416698	SLC35B4	-0.340975703
416699	LRGUK	-0.809897117
416700	EXOC4	0.0696443393
416702	HNRPLL	0.185487186
416704	EIF4A3	-0.856407406
416705	GINS1	0.8073549221
416706	MRPS5	-0.301755558
416707	MAL	-0.623436649
416708	ENTPD6	-0.197816475
416709	PEX6	-0.222524108
416710	POLR1B	-0.13796398
416711	TTL	-0.632355959
416712	SLC22A7	-0.074000581
416713	TTBK1	-0.304061674
416714	ACSS1	-0.665662052
416715	C3H20orf3	-0.276175279
416716	CST7	0.1375035237
416717	TMEM90B	-1.951800912
416718	SNX5	-1.289398883
416719	C3H20orf72	-0.44865698
416720	OVOL2	-0.218345588
416721	CSRP2BP	-0.10580036
416722	C3H20orf12	-0.106476628
416723	POLR3F	-0.155121472
416724	SEC23B	-0.336816113
416726	DTD1	-0.393916287
416727	C20orf42	-0.426620269
416728	HAO1	0.0583672136
416729	TXNDC13	-0.065433021
416730	PLCB4	-0.376798695
416732	C3H20orf103	-0.33875146
416734	PAK7	-0.198994324
416735	LOC416735	0.3625700794
416737	MKKS	0.1426279115
416738	C3H20orf94	-0.584262333
416740	ISM1	-1.062365881
416741	TASP1	-0.449973986
416742	C20orf7	-0.447090534
416743	ITPKB	-0.257376187
416744	LOC416744	-0.298713381
416745	CABC1	0.0346334796
416746	CDC42BPA	0.881519011
416749	CCNF	-0.550113933
416750	C16orf59	-0.124527438
416752	LOC416752	-1.225478401
416753	TBC1D24	0.5293463695
416754	C14H8orf33	-0.496444756
416755	LOC416755	-0.38754959
416756	RNPS1	-0.127466823
416757	TELO2	-0.822009155
416758	IFT140	-0.180868944
416759	C16orf30	-0.790546634
416762	CRAMP1L	-0.093923627
416763	HN1L	-0.370366583
416764	SLC25A1	0.4391535676
416765	CLTCL1	0.0207585602
416766	SNAP29	0.4065704027
416767	PI4KA	-0.210021833
416768	HIC2	-0.212391722
416769	UBE2L3	-0.027883927
416770	SDF2L1	1.1326159784
416771	TOP3B	0.0511900003
416772	PPM1F	-0.434800754
416774	YPEL1	0.2292481463
416775	PPIL2	-0.280782819
416776	CDC45L	-0.079991126
416777	3429388800	-0.25514361
416778	3429648000	0.2677961467
416780	GP1BB	0.7000758147
416781	GNB1L	0.2750614898
416782	TXNRD2	-0.915000598
416783	COMT	-0.379457808
416784	C15H22orf25	-0.268662945
416785	DGCR8	-0.043847084
416786	TRMT2A	-0.123093767
416787	RANBP1	-0.013740244
416788	ZDHHC8	-0.654874425
416789	PGAM5	-0.107411903
416790	KIAA0692	0.5745634677
416791	GOLGA3	0.0311486986
416792	CHFR	-1.003592271
416793	LOC416793	-0.024573836
416796	GALNT9	-1.063604238
416797	LOC416797	0.159656666
416798	EP400	-0.010457605
416799	PUS1	-0.063267555
416800	ULK1	-0.030214613
416801	MMP17	-1.031969859
416802	SFRS8	-0.030003982
416803	GPR133	-0.364818144
416804	PIWIL1	0.5002535015
416806	TMEM132D	-0.004936515
416807	GLT1D1	-0.529048495
416808	SLC15A4	0.2220975424
416809	TMEM132C	0.2365337987
416810	TMEM132B	0.533933484
416811	AACS	0.1022564286
416812	BRI3BP	-0.136903373
416813	DHX37	-0.128213677
416814	SCARB1	-0.046782309
416815	NCOR2	-0.289838195
416817	CCDC92	-0.263422354
416818	DNAH10	0.4016879456
416820	DDX55	0.5853040883
416821	TMED2	-0.34026809
416822	RILPL1	-0.019602931
416823	SNRNP35	0.3721548373
416824	RILPL2	0.4510225556
416825	SETD8	-0.407117512
416826	CDK2AP1	-0.138231352
416828	LOC416828	-0.998887239
416829	MPHOSPH9	-0.824957728
416830	PITPNM2	0.2112442678
416832	OGFOD2	-1.199031634
416833	LOC416833	-0.129533175
416834	ABCB9	-0.200967423
416835	VPS37B	-0.073808143
416836	HIP1R	-0.918391495
416837	ARPC3	-0.150988006
416838	ANAPC7	-0.531607668
416839	IFT81	-0.101833497
416842	ANAPC5	-0.628588642
416843	RNF34	0.2179462386
416844	FBXL10	-0.229200811
416845	ORAI1	-1.131151145
416847	TMEM120B	-0.376760142
416848	RHOF	0.0314856187
416851	SETD1B	-0.063015142
416852	HPD	-1.213687189
416853	PSMD9	-1.117305314
416855	WDR66	0.5438865577
416856	BCL7A	0.2794686628
416857	MLXIP	0.2509422992
416859	LRRC43	0.3985493765
416860	DIABLO	-0.318545946
416861	VPS33A	-0.827470052
416862	ZCCHC8	-0.397225329
416865	KNTC1	-0.325212295
416867	VPS29	-0.290437388
416868	LOC416868	-0.282933963
416869	PPTC7	-0.084576701
416870	TCTN1	-0.721760723
416871	HVCN1	-0.58985134
416872	PPP1CC	0.0309849226
416873	CCDC63	-0.807354922
416874	MYL2	-1.750558539
416875	CUX2	-1.111671636
416876	LOC416876	-0.668252844
416877	ATXN2	-0.268917819
416879	ACAD10	-0.41467678
416880	ALDH2	-0.129658182
416881	TMEM116	-0.323889611
416882	ERP29	0.3134843493
416883	NAA25	-0.671631292
416884	TRAFD1	-1.204270995
416886	RPH3A	1.3103401206
416889	FICD	0.4831342431
416890	SART3	-0.490148424
416891	ISCU	-0.170672486
416892	TMEM119	-0.95419631
416893	CORO1C	0.2960475436
416894	DAO	-1.986824611
416895	SVOP	-1.251538767
416896	USP30	-0.513907416
416897	ALKBH2	-0.00965017
416898	FOXN4	-0.115477217
416899	MYO1H	0.4854268272
416900	KCTD10	-0.133130206
416901	LOC416901	0.8826430494
416902	ANKRD13A	-1.149842157
416904	ADRBK2	-0.222787951
416905	MYO18B	-0.669458775
416906	SEZ6L	-0.266393418
416907	HPS4	-0.166213027
416908	SRRD	-0.261498037
416909	TFIP11	0.1614553962
416910	TPST2	-0.506728571
416911	LOC416911	-0.078002512
416912	PITPNB	-0.433473216
416914	LOC416914	0.2751997868
416916	LOC416916	-0.042639086
416917	CCDC117	-0.361907533
416918	XBP1	0.4925549416
416919	ZNRF3	0.1289473666
416920	KREMEN1	-0.843534672
416922	SUSD2	-0.304854582
416923	LOC416923	0.1536231891
416924	LOC416924	-0.282616285
416925	DGCR14	-0.161696039
416926	DGCR2	0.1221254006
416931	LOC416931	-0.180946049
416933	LOC416933	0.1719423028
416934	DERL3	0.4501224008
416935	LOC416935	0.7738820891
416936	DDX51	-0.183585885
416937	DDT	-0.398327314
416938	CABIN1	-0.132818444
416939	CRKL	0.5543751771
416940	KLHL22	-0.592608399
416941	MED15	-0.346063494
416942	SMPD4	-0.070773074
416943	GGTLA1	0.2258814074
416945	GGT1	-0.179967564
416947	SNRPD3	-0.217356831
416948	C15H22orf13	-0.138453603
416949	UPB1	-0.156538494
